,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
3277,James Milliken\james-milliken-1,2015,2016,Creighton,Big East,66,1732,26.2,3.1,7.5,1.7,3.6,1.4,3.9,2.0,2.7,0.3,2.1,2.3,1.8,0.4,0.0,0.9,1.5,9.7
3278,Jonathan Mills\johnathan-mills-1,2012,2013,Southern Mississippi,CUSA,71,1862,26.2,3.5,6.8,3.5,6.8,0.0,0.0,2.5,3.9,3.2,3.9,7.1,1.1,0.8,0.3,1.8,2.9,9.4
3279,Patrick Mitchell\patrick-mitchell-1,2011,2012,North Dakota,GWC,65,1705,26.2,3.6,8.5,1.9,3.8,1.8,4.8,1.6,2.4,1.2,4.0,5.1,1.1,0.5,1.5,1.3,3.4,10.6
3280,Duke Mondy\duke-mondy-1,2010,2014,Total,Total,121,3167,26.2,3.0,7.8,1.9,4.4,1.1,3.5,1.6,2.3,1.0,2.7,3.7,3.0,2.3,0.2,2.0,2.6,8.7
3281,Mike Morsell\mike-morsell-1,2015,2018,Towson,CAA,130,3407,26.2,4.0,9.4,2.8,5.8,1.2,3.5,2.6,3.5,1.1,2.3,3.4,1.4,0.8,0.5,1.8,2.7,11.7
3282,Obi Okolie\obi-okolie-1,2016,2018,Brown,Ivy,73,1916,26.2,3.2,7.2,2.6,5.3,0.6,1.9,2.3,3.5,1.0,3.0,4.0,1.3,0.6,0.1,1.5,1.8,9.2
3283,Earl Peterson\earl-peterson-1,2015,2016,Loyola (IL),MVC,68,1783,26.2,3.0,6.3,2.4,4.9,0.6,1.5,2.2,2.9,0.3,1.9,2.2,2.1,0.8,0.2,1.8,1.5,8.7
3284,Dwight Powell\dwight-powell-1,2011,2014,Stanford,Total,136,3569,26.2,3.8,8.2,3.5,7.3,0.2,0.8,3.0,4.1,1.7,4.6,6.3,1.8,0.9,0.9,2.1,2.9,10.8
3285,Steven Roundtree\steven-roundtree-1,2011,2013,Oral Roberts,Total,92,2411,26.2,4.0,7.4,4.0,7.3,0.0,0.1,2.6,4.0,2.6,3.4,6.0,1.5,1.0,0.4,2.3,3.1,10.7
3286,Garrett Sams\garrett-sams-1,2017,2018,North Florida,A-Sun,61,1598,26.2,3.4,8.3,1.7,4.1,1.7,4.2,2.9,3.7,0.9,3.3,4.2,1.4,0.8,0.3,2.3,2.1,11.4
3287,Dominique Shellman\dominique-shellman-1,2010,2011,Jacksonville State,OVC,45,1179,26.2,1.6,4.6,1.3,3.4,0.4,1.2,1.1,1.7,0.2,1.7,1.9,4.4,0.7,0.1,2.9,2.2,4.7
3288,Jeff Short\jeffrey-short-1,2012,2016,Total,Total,102,2670,26.2,4.2,9.7,2.5,5.1,1.7,4.6,3.1,3.8,0.5,2.7,3.1,1.7,0.7,0.2,2.1,1.9,13.1
3289,Triston Simpson\triston-simpson-1,2017,2018,South Dakota,Summit,69,1808,26.2,2.3,5.4,1.6,3.4,0.7,2.0,1.6,2.3,0.5,1.9,2.4,2.8,0.7,0.0,1.4,1.7,7.0
3290,James Sinclair\james-sinclair-1,2012,2015,Western Carolina,Southern,129,3384,26.2,3.6,9.0,2.6,5.8,1.0,3.2,1.9,2.5,1.3,2.9,4.2,1.9,1.4,0.4,1.6,1.9,10.1
3291,Peyton Siva\peyton-siva-1,2010,2013,Louisville,Big East,144,3774,26.2,2.9,6.9,2.2,4.5,0.7,2.4,2.0,2.8,0.3,2.1,2.4,4.7,1.8,0.1,2.7,2.6,8.4
3292,Khristian Smith\khristian-smith-1,2013,2016,Indiana State,MVC,130,3402,26.2,3.2,7.8,2.6,5.7,0.6,2.1,2.0,2.9,1.0,3.3,4.2,1.3,0.8,0.3,1.3,2.2,9.0
3293,Terence Smith\terence-smith-1,2011,2015,Total,Total,118,3096,26.2,3.1,7.4,2.1,4.7,1.1,2.7,2.6,3.2,0.8,2.1,2.9,2.5,0.7,0.1,1.7,2.3,9.9
3294,Travis Smith\travis-smith-4,2012,2013,Mercer,A-Sun,66,1732,26.2,3.7,8.0,2.2,4.3,1.6,3.7,2.6,2.9,0.5,2.1,2.7,1.8,0.8,0.0,1.8,2.3,11.6
3295,Chris Stephenson\chris-stephenson-2,2010,2012,North Carolina-Asheville,Big South,98,2564,26.2,4.0,9.0,3.3,6.5,0.7,2.5,1.8,2.4,1.6,3.5,5.1,2.2,1.1,0.4,2.5,2.7,10.6
3296,Parker Stewart\parker-stewart-1,2018,2018,Pittsburgh,ACC,32,839,26.2,2.8,7.3,0.6,1.6,2.2,5.8,1.3,1.6,0.5,2.8,3.3,0.9,0.4,0.2,0.6,1.6,9.1
3297,Tommie Sykes\tommie-sykes-1,2010,2011,Louisiana-Monroe,Sun Belt,61,1597,26.2,3.2,6.4,3.2,6.4,0.0,0.0,4.5,7.0,2.9,3.0,5.8,0.8,1.0,0.2,2.1,3.4,11.0
3298,Bud Thomas\bud-thomas-1,2011,2014,Mercer,A-Sun,143,3748,26.2,2.8,6.0,1.7,2.7,1.1,3.3,0.7,1.2,0.9,3.1,4.0,1.9,0.9,0.4,1.2,1.7,7.4
3299,Ty Toney\ty-toney-1,2014,2017,Total,Total,83,2171,26.2,3.2,8.0,2.8,6.4,0.4,1.6,2.6,3.7,0.4,2.0,2.5,2.5,1.4,0.2,1.8,2.0,9.4
3300,Thomas Walkup\thomas-walkup-1,2013,2016,Stephen F. Austin,Southland,135,3532,26.2,4.7,8.3,4.4,7.3,0.3,1.0,3.2,4.3,2.2,3.4,5.6,2.9,1.3,0.3,1.6,2.8,12.9
3301,Flenard Whitfield\flenard-whitfield-1,2010,2012,Western Michigan,MAC,94,2466,26.2,4.7,9.4,4.6,9.1,0.0,0.3,2.2,3.4,2.5,3.4,5.9,0.7,0.5,0.5,2.4,3.0,11.5
3302,Demetrius Williamson\demetrius-williamson-1,2010,2010,Niagara,MAAC,33,865,26.2,3.3,8.6,1.7,3.7,1.6,4.9,1.3,2.4,1.2,2.9,4.1,0.6,0.7,0.7,1.0,2.6,9.4
3303,Winfield Willis\winfield-willis-1,2014,2016,NJIT,Total,71,1863,26.2,3.4,7.5,1.9,4.0,1.5,3.5,2.1,2.4,0.7,2.0,2.6,2.2,0.9,0.1,1.5,2.5,10.3
3304,Adam Wing\adam-wing-1,2013,2016,Evansville,MVC,127,3328,26.2,2.3,5.0,1.9,4.0,0.4,1.0,1.3,1.7,0.8,2.7,3.5,1.9,0.7,0.2,1.5,2.3,6.3
3305,Tracy Abrams\tracy-abrams-1,2012,2017,Illinois,Big Ten,138,3605,26.1,2.9,7.5,2.0,4.7,0.9,2.8,2.0,2.7,0.5,2.5,3.1,2.7,1.0,0.1,1.8,2.2,8.6
3306,Taylor Barnette\taylor-barnette-1,2013,2017,Total,Total,120,3130,26.1,3.0,7.5,1.0,1.8,2.0,5.7,1.0,1.4,0.2,1.9,2.1,1.5,0.4,0.1,0.8,1.5,9.0
3307,Damen Bell-Holter\damen-bell-holter-1,2010,2013,Oral Roberts,Total,132,3446,26.1,3.8,7.7,3.6,7.0,0.2,0.7,2.8,3.9,2.4,4.3,6.7,1.1,0.4,1.1,1.7,2.4,10.5
3308,Mitch Bruneel\mitch-bruneel-1,2012,2015,Total,WAC,97,2528,26.1,3.1,6.1,2.4,4.1,0.7,2.0,1.5,2.1,1.9,2.2,4.2,0.9,0.6,0.1,1.0,1.6,8.4
3309,Marcus Burk\marcus-burk-1,2017,2018,Campbell,Big South,69,1802,26.1,3.9,8.4,1.6,2.7,2.3,5.7,1.2,1.4,0.4,2.6,3.0,1.0,0.9,0.2,1.0,1.6,11.2
3310,Kevin Butler\kevin-butler-1,2010,2013,Total,Total,98,2561,26.1,3.2,7.1,2.5,5.1,0.7,2.0,2.1,3.1,2.1,2.9,5.1,1.1,1.2,0.3,1.5,2.6,9.1
3311,Jean Cajou\jean-cajou-1,2010,2011,Mount St. Mary's,NEC,47,1225,26.1,2.5,7.2,1.5,3.6,1.0,3.6,2.1,2.7,0.6,2.6,3.3,1.4,0.9,0.3,1.4,2.2,8.0
3312,Charles Callison\charles-callison-1,2016,2017,Washington State,Pac-12,58,1514,26.1,3.3,7.8,2.2,4.8,1.1,3.0,1.0,1.4,0.2,1.4,1.7,2.6,1.2,0.2,1.7,2.3,8.9
3313,Rodney Chatman\rodney-chatman-1,2017,2018,Chattanooga,Southern,61,1593,26.1,3.0,7.0,2.1,4.4,0.9,2.7,2.4,3.1,0.2,2.9,3.1,3.3,1.0,0.3,2.5,2.7,9.2
3314,Nico Clareth\nico-clareth-1,2016,2018,Siena,MAAC,71,1856,26.1,5.0,12.0,3.0,6.0,2.0,6.0,1.8,2.6,0.9,2.5,3.4,1.9,1.3,0.5,2.4,2.8,13.7
3315,Howard Crawford\howard-crawford-1,2010,2010,Alabama-Birmingham,CUSA,34,889,26.1,4.2,8.9,3.9,8.0,0.3,0.9,3.1,4.3,2.0,2.4,4.4,0.6,0.4,0.4,2.0,3.2,11.8
3316,Taylor Darby\taylor-darby-1,2010,2012,Pepperdine,WCC,93,2430,26.1,3.2,6.9,3.2,6.9,0.0,0.0,2.2,3.8,2.5,3.3,5.8,0.6,0.4,0.4,1.3,2.4,8.6
3317,Ronnie Drinnon\ronnie-drinnon-1,2013,2016,Saint Francis (PA),NEC,115,3005,26.1,3.4,6.9,3.2,6.2,0.2,0.7,1.5,2.6,2.7,4.3,7.0,1.1,0.8,0.4,1.3,2.5,8.4
3318,Marcus Dubose\marcus-dubose-1,2012,2013,East Tennessee State,A-Sun,33,860,26.1,4.0,9.9,2.8,5.7,1.2,4.2,1.9,2.5,0.9,2.0,2.9,0.6,0.8,0.1,2.0,0.9,11.1
3319,Kameron Edwards\kameron-edwards-1,2016,2018,Pepperdine,WCC,55,1437,26.1,3.8,8.3,3.6,7.6,0.2,0.7,2.4,3.8,1.6,3.5,5.1,1.2,0.8,0.3,1.8,2.5,10.3
3320,Keith Gabriel\keith-gabriel-1,2010,2012,Virginia Military Institute,Big South,92,2404,26.1,5.5,13.1,3.1,5.6,2.4,7.5,3.0,4.2,0.9,2.5,3.4,1.5,1.8,0.9,2.1,2.5,16.4
3321,Kavin Gilder-Tilbury\kavin-gilder-tilbury-1,2014,2017,Texas State,Sun Belt,128,3345,26.1,3.7,8.3,2.4,4.7,1.3,3.5,2.0,3.0,1.1,2.9,4.0,1.4,1.0,0.5,1.8,2.5,10.8
3322,Matt Glover\matt-glover-1,2012,2015,Total,Total,97,2529,26.1,1.7,4.9,1.3,3.3,0.4,1.5,1.7,3.1,1.4,3.7,5.1,2.6,1.1,0.2,1.8,3.0,5.5
3323,Shaq Goodwin\shaq-goodwin-1,2013,2016,Memphis,Total,134,3504,26.1,3.9,7.5,3.8,7.2,0.1,0.3,2.9,4.5,2.4,4.0,6.4,1.5,1.0,1.5,2.0,2.9,10.7
3324,Sam Grooms\sam-grooms-1,2012,2013,Oklahoma,Big 12,62,1617,26.1,2.0,5.1,1.8,4.2,0.2,0.9,1.7,2.5,0.4,1.9,2.3,4.6,0.6,0.0,1.7,1.5,5.9
3325,Dayton Gumm\dayton-gumm-1,2018,2018,Austin Peay,OVC,33,860,26.1,3.7,8.9,2.5,5.3,1.2,3.6,1.6,2.7,0.8,2.1,2.9,1.8,1.2,0.0,1.7,1.9,10.3
3326,Marcus Hall\marcus-hall-3,2013,2014,Portland State,Big Sky,40,1044,26.1,2.2,5.3,0.9,1.7,1.4,3.6,1.0,1.5,0.9,2.3,3.1,1.4,0.7,0.2,1.0,3.3,6.8
3327,Drew Hanlen\drew-hanlen-1,2010,2012,Belmont,A-Sun,101,2632,26.1,2.4,5.8,0.6,1.5,1.8,4.3,1.6,2.0,0.4,2.0,2.4,3.8,0.9,0.0,1.5,1.0,8.0
3328,Franko House\franko-house-1,2014,2017,Ball State,MAC,129,3368,26.1,3.8,7.5,3.6,6.5,0.3,0.9,2.7,3.9,2.1,3.6,5.7,2.0,0.6,0.5,1.9,3.4,10.6
3329,Vance Jackson\vance-jackson-1,2017,2017,Connecticut,AAC,32,835,26.1,2.5,6.0,0.9,2.1,1.6,3.9,1.6,2.3,0.7,3.2,3.8,1.4,0.3,0.2,1.3,2.3,8.1
3330,Jordair Jett\jordair-jett-1,2011,2014,Saint Louis,A-10,134,3497,26.1,3.4,7.1,3.2,6.3,0.2,0.8,2.3,3.7,0.7,2.5,3.2,3.1,1.3,0.3,2.2,1.8,9.2
3331,Sean Lloyd\sean-lloyd-1,2016,2018,Southern Illinois,MVC,78,2038,26.1,2.9,6.6,2.2,4.8,0.7,1.9,1.9,2.7,0.8,2.6,3.4,1.3,1.1,0.3,1.3,2.0,8.4
3332,Bryant Mbamalu\bryant-mbamalu-1,2011,2014,Louisiana,Sun Belt,113,2949,26.1,3.4,7.8,2.5,5.1,0.9,2.6,1.8,2.5,1.3,2.3,3.6,1.1,0.7,0.1,1.6,2.6,9.5
3333,Rickey McGill\rickey-mcgill-1,2016,2018,Iona,MAAC,99,2581,26.1,3.3,7.2,2.5,4.8,0.9,2.4,1.7,2.3,0.6,2.6,3.2,3.9,1.4,0.2,1.9,2.0,9.2
3334,Maurice McNeil\maurice-mcneil-1,2010,2011,Houston,CUSA,62,1617,26.1,3.9,7.9,3.9,7.9,0.0,0.0,2.7,4.5,2.9,4.6,7.5,0.5,0.6,1.3,1.8,2.3,10.5
3335,Darius Miller\darius-miller-1,2010,2012,Kentucky,SEC,116,3025,26.1,3.3,7.1,1.9,3.6,1.4,3.5,1.2,1.5,1.0,2.2,3.3,1.8,0.8,0.7,1.3,2.2,9.1
3336,El Hadji Ndieguene\el-hadji-ndieguene-1,2013,2014,Coastal Carolina,Big South,60,1563,26.1,2.1,4.6,2.1,4.6,0.0,0.0,1.1,1.8,2.5,4.4,6.9,0.6,0.5,0.3,1.4,2.7,5.2
3337,Kristinn Palsson\kristinn-palsson-1,2016,2018,Marist,MAAC,70,1826,26.1,1.9,5.3,0.4,0.8,1.5,4.5,0.5,0.8,0.3,3.0,3.3,1.3,0.5,0.2,1.1,2.1,5.9
3338,Michael Perez\michael-perez-1,2011,2015,Total,Total,121,3164,26.1,2.6,7.0,1.6,3.9,1.0,3.1,1.4,2.0,0.3,2.3,2.6,2.0,0.6,0.1,1.6,1.7,7.8
3339,Jack Purchase\jack-purchase-1,2015,2018,Total,Total,67,1749,26.1,2.5,6.6,0.7,1.3,1.9,5.3,0.9,1.1,0.7,3.6,4.3,1.9,0.5,0.4,1.2,1.9,7.8
3340,Rob Robinson\rob-robinson-1,2010,2010,Robert Morris,NEC,34,889,26.1,4.2,8.4,4.2,8.3,0.0,0.1,1.3,3.3,1.7,3.8,5.5,1.4,0.8,0.6,1.9,3.3,9.8
3341,Adrian Rodgers\adrian-rogers-2,2012,2016,Total,Total,136,3554,26.1,4.3,10.3,3.1,6.6,1.2,3.7,1.9,2.5,0.7,2.8,3.6,1.7,0.8,0.1,1.9,1.7,11.7
3342,Mike Rosario\mike-rosario-1,2010,2013,Total,Total,99,2588,26.1,4.2,10.3,2.5,5.2,1.7,5.1,1.8,2.4,0.8,1.8,2.6,1.5,0.8,0.1,1.8,1.3,12.0
3343,Ralph Sampson\ralph-sampson-2,2010,2012,Minnesota,Big Ten,92,2404,26.1,3.4,7.1,3.3,6.7,0.1,0.4,1.9,2.6,1.6,3.8,5.3,1.8,0.5,1.7,1.5,2.4,8.8
3344,Rashad Savage\rashad-savage-1,2011,2012,Cal State Bakersfield,Ind,59,1538,26.1,2.3,4.5,2.3,4.5,0.0,0.0,1.2,2.1,3.7,4.2,7.9,0.6,0.6,0.5,1.1,2.5,5.8
3345,Andre Smith\andre-smith-3,2012,2015,Winthrop,Big South,125,3258,26.1,2.8,7.4,1.1,2.8,1.7,4.6,1.3,1.6,0.2,2.1,2.3,2.6,1.0,0.1,1.5,1.6,8.6
3346,Jay-R Strowbridge\jay-r-strowbridge-2,2010,2011,Total,Total,51,1329,26.1,3.5,9.0,1.8,4.4,1.6,4.7,1.6,2.1,0.7,1.6,2.4,1.3,0.7,0.1,1.1,2.1,10.2
3347,Edmond Sumner\edmond-sumner-1,2015,2017,Xavier,Big East,59,1542,26.1,3.5,8.1,2.8,5.9,0.6,2.2,3.7,5.0,0.5,2.9,3.4,3.8,1.2,0.4,2.2,2.2,11.2
3348,Brandon Taylor\brandon-taylor-2,2013,2016,Penn State,Big Ten,129,3366,26.1,3.6,9.1,2.2,4.7,1.4,4.3,1.4,1.9,1.1,3.9,5.0,0.8,0.4,0.7,1.5,2.6,10.0
3349,Edward Townsel\edward-townsel-1,2011,2014,Arkansas State,Sun Belt,129,3366,26.1,3.0,8.0,1.7,4.1,1.4,3.8,1.7,2.3,0.8,2.4,3.1,1.9,1.3,0.0,1.9,2.1,9.1
3350,Quinton Upshur\quinton-upshur-1,2012,2015,Total,Total,101,2635,26.1,3.8,9.3,2.1,4.4,1.7,4.9,2.6,3.6,0.6,2.6,3.1,1.0,1.3,0.7,1.4,2.5,11.9
3351,Chad White\chad-white-1,2010,2014,South Dakota State,Summit,132,3445,26.1,2.9,6.5,1.3,2.5,1.6,4.0,1.3,1.8,1.0,2.4,3.3,1.5,0.5,0.4,1.3,2.0,8.9
3352,Hassan Whiteside\hassan-whiteside-1,2010,2010,Marshall,CUSA,34,889,26.1,4.9,9.4,4.8,9.2,0.1,0.1,3.2,5.5,2.7,6.2,8.9,0.3,0.6,5.4,1.9,2.4,13.1
3353,Donte Wright\donte-wright-1,2018,2018,South Carolina State,MEAC,32,836,26.1,4.0,10.9,1.1,2.8,2.9,8.1,1.7,2.0,0.6,1.7,2.3,0.9,0.7,0.1,1.5,1.9,12.6
3354,Hameed Ali\hameed-ali-1,2012,2016,Texas A&M-Corpus Christi,Southland,128,3322,26.0,2.7,7.5,1.8,4.8,0.9,2.7,1.5,2.0,0.4,1.7,2.0,2.8,1.5,0.2,1.4,2.2,7.7
3355,Wajid Aminu\al-wajid-aminu-1,2017,2017,North Florida,A-Sun,34,884,26.0,3.6,6.7,3.4,5.9,0.2,0.8,1.7,3.4,2.6,3.8,6.5,0.7,0.4,1.1,2.1,3.6,9.1
3356,Jesse Berry\jesse-berry-1,2011,2014,Ball State,MAC,119,3089,26.0,3.2,8.4,1.3,2.8,1.9,5.6,2.3,3.2,0.3,1.4,1.6,1.5,0.4,0.1,2.0,1.4,10.6
3357,Cedric Blossom\cedric-blossom-1,2013,2016,Morgan State,MEAC,111,2886,26.0,3.6,7.9,3.6,7.6,0.1,0.3,2.5,3.7,2.3,3.1,5.4,0.7,0.6,0.2,1.1,2.1,9.8
3358,Jay Bowie\jay-bowie-1,2011,2014,Marist,MAAC,114,2962,26.0,3.0,6.7,1.7,3.7,1.3,3.0,1.4,1.8,1.2,3.4,4.6,1.0,0.8,0.3,1.4,2.4,8.7
3359,Montay Brandon\montay-brandon-1,2013,2016,Florida State,ACC,135,3509,26.0,2.3,5.0,2.1,4.3,0.2,0.7,1.9,3.0,1.1,2.7,3.8,1.5,0.7,0.2,1.6,1.8,6.7
3360,Chris Braswell\chris-braswell-1,2010,2013,Charlotte,A-10,122,3173,26.0,4.1,8.7,3.8,7.7,0.3,1.0,3.5,4.7,2.5,4.7,7.1,1.2,0.8,0.8,2.5,2.9,12.0
3361,Bryce Brown\bryce-brown-1,2016,2018,Auburn,SEC,91,2365,26.0,3.6,9.7,1.0,2.8,2.6,6.9,1.5,1.9,0.5,1.4,1.9,1.2,0.8,0.1,1.1,1.9,11.4
3362,Jaylon Brown\jaylon-brown-1,2014,2017,Evansville,MVC,135,3512,26.0,3.4,7.2,3.0,5.9,0.5,1.3,2.8,3.6,0.3,2.3,2.7,2.5,0.9,0.1,1.7,2.2,10.1
3363,Tre Bussey\tre-bussey-1,2011,2014,Georgia Southern,Southern,127,3303,26.0,3.4,8.2,2.2,4.8,1.2,3.4,1.5,2.2,0.7,2.0,2.7,1.1,0.7,0.1,1.4,1.4,9.5
3364,Dwight Buycks\dwight-buycks-1,2010,2011,Marquette,Big East,68,1769,26.0,2.9,6.4,2.1,4.2,0.8,2.2,1.2,1.7,0.8,2.3,3.0,2.8,1.1,0.0,2.0,1.6,7.7
3365,Allan Chaney\allan-chaney-2,2013,2014,High Point,Big South,35,909,26.0,5.5,10.4,5.3,9.2,0.3,1.2,3.3,4.1,2.3,5.8,8.1,1.3,0.6,1.1,1.8,2.6,14.6
3366,Austin Cooke\austin-cooke-1,2014,2016,Abilene Christian,Southland,92,2391,26.0,2.6,6.1,1.1,2.5,1.5,3.7,1.4,1.8,1.5,3.7,5.2,1.2,0.7,0.1,1.0,2.6,8.1
3367,A.J. Davis\aj-davis-1,2010,2013,Total,Total,89,2315,26.0,4.4,9.7,2.9,5.4,1.4,4.2,2.9,3.9,0.8,3.0,3.7,1.1,1.6,0.3,2.2,2.1,13.0
3368,Tyler Davis\tyler-davis-5,2016,2018,Texas A&M,SEC,102,2650,26.0,5.1,8.3,5.0,8.1,0.1,0.3,3.1,4.7,3.2,4.2,7.4,1.1,0.5,1.1,2.1,2.6,13.4
3369,E.J. Dawson\ej-dawson-1,2010,2010,Longwood,Ind,31,807,26.0,1.4,3.8,0.9,2.4,0.5,1.4,0.4,0.9,0.5,1.4,1.8,3.5,1.0,0.2,1.9,3.1,3.8
3370,Alpha Diallo\alpha-diallo-1,2017,2018,Providence,Big East,65,1688,26.0,3.4,7.5,3.0,5.9,0.4,1.6,2.3,3.1,1.6,3.3,4.9,1.7,0.9,0.2,1.6,2.6,9.4
3371,Dion Dixon\dion-dixon-1,2010,2012,Cincinnati,Big East,105,2726,26.0,3.3,8.6,2.2,5.0,1.0,3.6,2.4,3.2,1.3,1.5,2.8,1.7,1.1,0.2,1.3,1.2,10.0
3372,T.J. Dunans\tj-dunans-1,2016,2017,Auburn,SEC,47,1224,26.0,3.6,8.8,3.0,6.3,0.6,2.4,1.5,2.4,0.5,2.6,3.1,2.8,1.2,0.8,2.6,2.5,9.3
3373,Malcolm Duvivier\malcolm-duvivier-1,2014,2018,Total,Total,127,3296,26.0,2.9,7.5,1.7,4.0,1.3,3.5,1.4,2.1,0.4,1.8,2.1,2.3,0.6,0.1,2.0,2.1,8.5
3374,Mustapha Farrakhan\mustapha-farrakhan-1,2010,2011,Virginia,ACC,61,1587,26.0,3.2,8.0,2.0,4.5,1.2,3.4,2.5,3.2,0.4,1.9,2.3,1.9,0.6,0.3,1.8,1.3,10.0
3375,Javan Felix\javan-felix-1,2013,2016,Texas,Big 12,132,3427,26.0,3.4,8.8,2.1,5.1,1.3,3.7,1.4,1.8,0.4,1.7,2.1,2.8,0.8,0.0,1.6,1.7,9.5
3376,Matthew Fisher-Davis\matthew-fisher-davis-1,2015,2018,Vanderbilt,SEC,117,3044,26.0,3.3,8.4,1.0,2.6,2.3,5.9,1.5,1.9,0.5,2.8,3.3,1.2,0.6,0.4,1.1,1.8,10.4
3377,Mike Gesell\mike-gesell-1,2013,2016,Iowa,Big Ten,134,3490,26.0,2.9,7.3,2.2,5.0,0.7,2.3,1.6,2.2,0.4,2.0,2.4,4.2,1.2,0.2,1.7,1.9,8.0
3378,Wesley Gordon\wesley-gordon-1,2014,2017,Colorado,Pac-12,131,3406,26.0,2.4,4.9,2.2,4.5,0.1,0.4,1.8,2.7,2.6,4.2,6.7,1.3,0.4,1.6,1.3,2.2,6.6
3379,Jourdan Grant\jourdan-grant-1,2015,2018,Maryland-Baltimore County,AEC,129,3348,26.0,2.5,6.0,2.0,4.3,0.5,1.7,2.0,3.3,0.4,2.9,3.3,2.7,1.0,0.2,2.1,2.3,7.6
3380,Malcolm Griffin\malcolm-griffin-1,2010,2011,Toledo,MAC,56,1457,26.0,4.0,8.5,3.4,6.7,0.6,1.8,1.3,2.2,0.5,2.4,2.9,3.5,1.4,0.0,3.6,2.4,9.9
3381,Michael Griffin\michael-griffin-2,2010,2012,Prairie View,SWAC,59,1534,26.0,3.0,10.0,1.7,5.1,1.4,4.8,1.4,2.0,0.6,2.2,2.8,3.2,1.6,0.0,2.4,2.2,8.8
3382,Hunter Harris\hunter-harris-1,2013,2014,East Tennessee State,A-Sun,65,1688,26.0,3.2,6.2,3.1,5.8,0.1,0.4,2.2,3.6,2.2,3.2,5.4,0.5,0.9,1.1,1.3,3.3,8.6
3383,Eugene Harvey\eugene-harvey-1,2010,2010,Seton Hall,Big East,30,781,26.0,3.0,5.9,2.7,4.9,0.3,1.0,2.1,2.8,0.7,1.6,2.3,4.6,1.4,0.1,2.4,2.0,8.5
3384,Harrison Hawkins\harrison-hawkins-1,2014,2015,Abilene Christian,Southland,47,1222,26.0,4.2,10.0,2.4,5.4,1.7,4.6,2.6,3.1,0.3,1.3,1.6,2.1,0.9,0.1,2.6,2.7,12.7
3385,Jeremy Hemsley\jeremy-hemsley-1,2016,2018,San Diego State,MWC,101,2629,26.0,3.7,8.7,2.5,5.3,1.2,3.4,2.2,3.2,0.4,1.8,2.2,2.0,0.7,0.3,1.9,2.0,10.8
3386,Terrance Hill\terrance-hill-1,2010,2012,Morehead State,OVC,84,2185,26.0,3.2,8.3,1.5,3.7,1.7,4.6,1.9,2.3,0.4,1.7,2.1,1.5,1.1,0.0,1.8,1.8,10.1
3387,Troy Holston\troy-holston-1,2015,2017,South Florida,AAC,55,1430,26.0,3.0,8.9,1.3,3.5,1.7,5.4,1.1,1.7,0.4,2.0,2.5,0.9,0.6,0.2,1.4,2.0,8.7
3388,Marcus Hooten\marcus-hooten-1,2012,2013,Arkansas State,Sun Belt,65,1690,26.0,3.4,8.9,2.4,6.1,1.0,2.8,2.2,3.2,0.5,1.8,2.3,1.4,0.5,0.0,1.7,1.7,9.9
3389,Nathan Hoover\nathan-hoover-1,2017,2018,Wofford,Southern,67,1743,26.0,3.1,7.7,1.3,2.9,1.8,4.8,1.3,1.5,0.6,1.9,2.5,1.2,0.4,0.1,1.0,1.3,9.4
3390,Lindsey Hughey\lindsey-hughey-1,2010,2011,Weber State,Big Sky,63,1641,26.0,3.4,8.1,2.1,4.5,1.3,3.6,2.0,2.9,0.7,3.3,4.0,2.3,1.2,0.1,2.3,2.0,10.2
3391,Bo Ingram\bo-ingram-1,2011,2012,Texas-Arlington,Southland,62,1613,26.0,4.0,9.4,2.2,4.2,1.8,5.2,2.2,3.0,1.4,3.3,4.6,0.7,0.7,0.1,2.0,3.0,12.1
3392,Dwayne Lathan\dwayne-lathan-1,2010,2012,Indiana State,MVC,83,2154,26.0,3.8,8.5,3.1,6.2,0.7,2.2,3.6,4.7,1.0,3.8,4.9,1.5,0.8,0.5,2.5,2.2,11.8
3393,Jermaine Marshall\jermaine-marshall-1,2011,2014,Total,Total,122,3176,26.0,3.7,9.1,2.2,4.7,1.6,4.4,2.1,2.9,0.4,2.7,3.1,1.4,1.0,0.4,1.6,2.4,11.2
3394,Tahjere McCall\tahjere-mccall-1,2013,2017,Total,Total,117,3047,26.0,3.3,7.8,3.1,6.6,0.3,1.2,3.1,4.6,1.5,2.6,4.1,3.1,1.9,0.3,2.8,2.9,10.0
3395,Unique McLean\unique-mclean-1,2018,2018,Massachusetts,A-10,33,859,26.0,2.2,6.1,1.8,4.5,0.4,1.6,0.5,0.9,1.5,3.5,4.9,1.8,0.7,0.4,1.2,2.6,5.5
3396,Rod Melvin\rod-melvin-1,2010,2011,Jackson State,SWAC,62,1609,26.0,1.5,4.0,1.2,3.1,0.3,1.0,1.8,2.5,0.7,2.2,2.9,3.5,0.9,0.0,2.2,2.1,5.0
